Wert,Zeit,Datum
2664 W,12:03:46,26-09-2022
878 W,12:04:05,26-09-2022
3463 W,12:04:17,26-09-2022
2563 W,12:04:33,26-09-2022
1958 W,12:04:49,26-09-2022
3356 W,12:05:04,26-09-2022
3138 W,12:05:20,26-09-2022
3323 W,12:05:33,26-09-2022
3334 W,12:05:48,26-09-2022
3348 W,12:06:04,26-09-2022
3420 W,12:06:20,26-09-2022
1918 W,12:06:32,26-09-2022
79 W,12:06:54,26-09-2022
146 W,12:07:03,26-09-2022
3492 W,12:07:16,26-09-2022
552 W,12:07:35,26-09-2022
3499 W,12:07:47,26-09-2022
3029 W,12:08:03,26-09-2022
3482 W,12:08:18,26-09-2022
3376 W,12:08:31,26-09-2022
3241 W,12:08:50,26-09-2022
663 W,12:09:02,26-09-2022
1586 W,12:09:18,26-09-2022
1922 W,12:09:33,26-09-2022
404 W,12:09:49,26-09-2022
0 W,12:10:08,26-09-2022
5 W,12:10:17,26-09-2022
0 W,12:10:36,26-09-2022
11 W,12:10:49,26-09-2022
8 W,12:11:01,26-09-2022
7 W,12:11:20,26-09-2022
13 W,12:11:35,26-09-2022
0 W,12:11:48,26-09-2022
17 W,12:12:04,26-09-2022
0 W,12:12:19,26-09-2022
357 W,12:12:32,26-09-2022
2 W,12:12:51,26-09-2022
7 W,12:13:03,26-09-2022
4 W,12:13:16,26-09-2022
0 W,12:13:34,26-09-2022
6 W,12:13:47,26-09-2022
5 W,12:14:06,26-09-2022
8 W,12:14:18,26-09-2022
787 W,12:14:34,26-09-2022
100 W,12:14:49,26-09-2022
0 W,12:15:05,26-09-2022
20 W,12:16:05,26-09-2022
295 W,12:16:17,26-09-2022
228 W,12:16:36,26-09-2022
175 W,12:16:48,26-09-2022
238 W,12:17:01,26-09-2022
199 W,12:17:20,26-09-2022
0 W,12:17:32,26-09-2022
9 W,12:19:03,26-09-2022
5 W,12:19:19,26-09-2022
17 W,12:19:37,26-09-2022
23 W,12:19:53,26-09-2022
4 W,12:20:02,26-09-2022
43 W,12:20:18,26-09-2022
41 W,12:20:34,26-09-2022
225 W,12:21:05,26-09-2022
0 W,12:21:17,26-09-2022
10 W,12:21:33,26-09-2022
28 W,12:22:04,26-09-2022
0 W,12:22:17,26-09-2022
7 W,12:23:04,26-09-2022
6 W,12:23:16,26-09-2022
0 W,12:23:35,26-09-2022
15 W,12:24:06,26-09-2022
1 W,12:24:19,26-09-2022
0 W,12:24:31,26-09-2022
86 W,12:25:03,26-09-2022
2269 W,12:25:18,26-09-2022
3333 W,12:25:34,26-09-2022
11 W,12:25:50,26-09-2022
0 W,12:26:06,26-09-2022
845 W,12:26:18,26-09-2022
834 W,12:26:34,26-09-2022
12 W,12:26:49,26-09-2022
11 W,12:27:05,26-09-2022
4 W,12:27:18,26-09-2022
37 W,12:27:33,26-09-2022
41 W,12:27:55,26-09-2022
338 W,12:28:05,26-09-2022
3648 W,12:28:17,26-09-2022
0 W,12:28:33,26-09-2022
469 W,12:29:04,26-09-2022
217 W,12:29:20,26-09-2022
1933 W,12:29:32,26-09-2022
3515 W,12:29:51,26-09-2022
4069 W,12:30:07,26-09-2022
3181 W,12:30:16,26-09-2022
3435 W,12:30:35,26-09-2022
1711 W,12:30:47,26-09-2022
3085 W,12:31:06,26-09-2022
2917 W,12:31:18,26-09-2022
3025 W,12:31:31,26-09-2022
2922 W,12:31:53,26-09-2022
2842 W,12:32:02,26-09-2022
2860 W,12:32:24,26-09-2022
2868 W,12:32:34,26-09-2022
2882 W,12:32:55,26-09-2022
2875 W,12:33:08,26-09-2022
2895 W,12:33:17,26-09-2022
2929 W,12:33:33,26-09-2022
2907 W,12:33:49,26-09-2022
2858 W,12:34:04,26-09-2022
3014 W,12:34:20,26-09-2022
2967 W,12:34:32,26-09-2022
3000 W,12:34:54,26-09-2022
3026 W,12:35:04,26-09-2022
3054 W,12:35:16,26-09-2022
3107 W,12:35:35,26-09-2022
3095 W,12:35:48,26-09-2022
3122 W,12:36:06,26-09-2022
3155 W,12:36:19,26-09-2022
3149 W,12:36:35,26-09-2022
3110 W,12:36:50,26-09-2022
3136 W,12:37:03,26-09-2022
3053 W,12:37:18,26-09-2022
3009 W,12:37:34,26-09-2022
2907 W,12:37:53,26-09-2022
2914 W,12:38:05,26-09-2022
2928 W,12:38:18,26-09-2022
2957 W,12:38:33,26-09-2022
2954 W,12:38:52,26-09-2022
2251 W,12:39:02,26-09-2022
2872 W,12:39:20,26-09-2022
2892 W,12:39:33,26-09-2022
2460 W,12:39:52,26-09-2022
2965 W,12:40:04,26-09-2022
3040 W,12:40:19,26-09-2022
2965 W,12:40:34,26-09-2022
3114 W,12:40:50,26-09-2022
3025 W,12:41:02,26-09-2022
3127 W,12:41:18,26-09-2022
166 W,12:41:34,26-09-2022
2323 W,12:41:52,26-09-2022
2515 W,12:42:05,26-09-2022
2028 W,12:42:17,26-09-2022
2971 W,12:42:33,26-09-2022
2952 W,12:42:55,26-09-2022
2924 W,12:43:04,26-09-2022
2845 W,12:43:17,26-09-2022
2895 W,12:43:33,26-09-2022
2927 W,12:43:48,26-09-2022
2779 W,12:44:04,26-09-2022
2915 W,12:44:20,26-09-2022
1996 W,12:44:32,26-09-2022
3011 W,12:44:51,26-09-2022
3065 W,12:45:03,26-09-2022
3095 W,12:45:16,26-09-2022
3171 W,12:45:35,26-09-2022
3117 W,12:45:47,26-09-2022
3132 W,12:46:06,26-09-2022
3149 W,12:46:18,26-09-2022
3177 W,12:46:47,26-09-2022
3254 W,12:47:05,26-09-2022
6 W,12:47:18,26-09-2022
73 W,12:47:34,26-09-2022
1294 W,12:47:52,26-09-2022
540 W,12:48:02,26-09-2022
2968 W,12:48:21,26-09-2022
3330 W,12:48:33,26-09-2022
3259 W,12:48:49,26-09-2022
3225 W,12:49:04,26-09-2022
3125 W,12:49:17,26-09-2022
3224 W,12:49:36,26-09-2022
3225 W,12:49:48,26-09-2022
3206 W,12:50:01,26-09-2022
3212 W,12:50:19,26-09-2022
3204 W,12:50:32,26-09-2022
3175 W,12:51:06,26-09-2022
3158 W,12:51:19,26-09-2022
3141 W,12:51:31,26-09-2022
3102 W,12:51:50,26-09-2022
3129 W,12:52:03,26-09-2022
2971 W,12:52:18,26-09-2022
3121 W,12:52:34,26-09-2022
3085 W,12:52:46,26-09-2022
3132 W,12:53:05,26-09-2022
3177 W,12:53:18,26-09-2022
3202 W,12:53:33,26-09-2022
3191 W,12:53:52,26-09-2022
3211 W,12:54:20,26-09-2022
3181 W,12:54:33,26-09-2022
3206 W,12:54:52,26-09-2022
3234 W,12:55:07,26-09-2022
3196 W,12:55:17,26-09-2022
3189 W,12:55:36,26-09-2022
3105 W,12:55:48,26-09-2022
3177 W,12:56:04,26-09-2022
3065 W,12:56:19,26-09-2022
3045 W,12:56:32,26-09-2022
3145 W,12:56:51,26-09-2022
3227 W,12:57:06,26-09-2022
3308 W,12:57:19,26-09-2022
3195 W,12:57:34,26-09-2022
3327 W,12:57:50,26-09-2022
3299 W,12:58:03,26-09-2022
3339 W,12:58:18,26-09-2022
3640 W,12:58:34,26-09-2022
3702 W,12:58:49,26-09-2022
3728 W,12:59:02,26-09-2022
1928 W,12:59:21,26-09-2022
2442 W,12:59:33,26-09-2022
3622 W,12:59:49,26-09-2022
4007 W,13:00:05,26-09-2022
3822 W,13:00:17,26-09-2022
3873 W,13:00:33,26-09-2022
4129 W,13:00:51,26-09-2022
2627 W,13:01:07,26-09-2022
652 W,13:01:20,26-09-2022
294 W,13:01:32,26-09-2022
189 W,13:01:51,26-09-2022
72 W,13:02:03,26-09-2022
58 W,13:02:16,26-09-2022
9 W,13:02:35,26-09-2022
3 W,13:02:47,26-09-2022
18 W,13:03:12,26-09-2022
11 W,13:03:18,26-09-2022
25 W,13:03:31,26-09-2022
37 W,13:03:50,26-09-2022
34 W,13:04:02,26-09-2022
37 W,13:04:18,26-09-2022
40 W,13:04:34,26-09-2022
48 W,13:04:46,26-09-2022
54 W,13:05:08,26-09-2022
58 W,13:05:17,26-09-2022
75 W,13:05:33,26-09-2022
82 W,13:05:49,26-09-2022
111 W,13:06:04,26-09-2022
135 W,13:06:20,26-09-2022
102 W,13:06:36,26-09-2022
93 W,13:06:48,26-09-2022
69 W,13:07:04,26-09-2022
54 W,13:07:19,26-09-2022
52 W,13:07:32,26-09-2022
30 W,13:07:54,26-09-2022
64 W,13:08:03,26-09-2022
52 W,13:08:19,26-09-2022
42 W,13:08:34,26-09-2022
64 W,13:08:47,26-09-2022
90 W,13:09:03,26-09-2022
96 W,13:09:18,26-09-2022
126 W,13:09:34,26-09-2022
135 W,13:09:46,26-09-2022
230 W,13:10:05,26-09-2022
400 W,13:10:18,26-09-2022
481 W,13:10:33,26-09-2022
438 W,13:10:49,26-09-2022
400 W,13:11:05,26-09-2022
489 W,13:11:17,26-09-2022
493 W,13:11:33,26-09-2022
394 W,13:11:49,26-09-2022
412 W,13:12:04,26-09-2022
445 W,13:12:17,26-09-2022
464 W,13:12:35,26-09-2022
568 W,13:12:51,26-09-2022
609 W,13:13:04,26-09-2022
640 W,13:13:19,26-09-2022
644 W,13:13:35,26-09-2022
685 W,13:13:47,26-09-2022
677 W,13:14:06,26-09-2022
589 W,13:14:19,26-09-2022
1053 W,13:14:34,26-09-2022
769 W,13:14:47,26-09-2022
706 W,13:15:06,26-09-2022
564 W,13:15:18,26-09-2022
331 W,13:15:31,26-09-2022
249 W,13:15:49,26-09-2022
273 W,13:16:02,26-09-2022
236 W,13:16:18,26-09-2022
233 W,13:16:33,26-09-2022
718 W,13:16:49,26-09-2022
3876 W,13:17:05,26-09-2022
4740 W,13:17:17,26-09-2022
1225 W,13:17:33,26-09-2022
1993 W,13:17:58,26-09-2022
823 W,13:18:04,26-09-2022
1826 W,13:18:16,26-09-2022
1022 W,13:18:35,26-09-2022
422 W,13:18:48,26-09-2022
695 W,13:19:03,26-09-2022
235 W,13:19:19,26-09-2022
0 W,13:19:32,26-09-2022
16 W,13:19:50,26-09-2022
6 W,13:20:03,26-09-2022
27 W,13:20:19,26-09-2022
2326 W,13:20:34,26-09-2022
4351 W,13:21:06,26-09-2022
4221 W,13:21:18,26-09-2022
774 W,13:21:34,26-09-2022
2510 W,13:21:49,26-09-2022
3631 W,13:22:05,26-09-2022
4669 W,13:22:18,26-09-2022
2198 W,13:22:36,26-09-2022
3044 W,13:22:52,26-09-2022
4708 W,13:23:05,26-09-2022
1907 W,13:23:17,26-09-2022
1170 W,13:23:33,26-09-2022
2602 W,13:23:48,26-09-2022
2745 W,13:24:04,26-09-2022
4965 W,13:24:20,26-09-2022
2095 W,13:24:32,26-09-2022
1928 W,13:24:54,26-09-2022
2883 W,13:25:03,26-09-2022
1559 W,13:25:16,26-09-2022
608 W,13:25:35,26-09-2022
720 W,13:25:54,26-09-2022
348 W,13:26:06,26-09-2022
194 W,13:26:19,26-09-2022
242 W,13:26:34,26-09-2022
1649 W,13:26:50,26-09-2022
2367 W,13:27:02,26-09-2022
729 W,13:27:18,26-09-2022
3021 W,13:27:34,26-09-2022
861 W,13:27:49,26-09-2022
164 W,13:28:02,26-09-2022
374 W,13:28:17,26-09-2022
3508 W,13:28:33,26-09-2022
1695 W,13:28:46,26-09-2022
2986 W,13:29:04,26-09-2022
4183 W,13:29:17,26-09-2022
2322 W,13:29:33,26-09-2022
619 W,13:29:48,26-09-2022
2097 W,13:30:04,26-09-2022
1793 W,13:30:16,26-09-2022
2664 W,13:30:35,26-09-2022
2151 W,13:30:57,26-09-2022
2826 W,13:31:06,26-09-2022
2561 W,13:31:19,26-09-2022
1611 W,13:31:31,26-09-2022
1709 W,13:31:53,26-09-2022
2888 W,13:32:09,26-09-2022
3402 W,13:32:18,26-09-2022
3900 W,13:32:34,26-09-2022
3120 W,13:32:47,26-09-2022
2192 W,13:33:05,26-09-2022
2106 W,13:33:18,26-09-2022
775 W,13:33:33,26-09-2022
482 W,13:33:55,26-09-2022
445 W,13:34:05,26-09-2022
1433 W,13:34:17,26-09-2022
567 W,13:34:33,26-09-2022
978 W,13:34:49,26-09-2022
4350 W,13:35:04,26-09-2022
3790 W,13:35:20,26-09-2022
2479 W,13:35:36,26-09-2022
2773 W,13:35:54,26-09-2022
2704 W,13:36:13,26-09-2022
1850 W,13:36:19,26-09-2022
482 W,13:36:32,26-09-2022
565 W,13:36:51,26-09-2022
1208 W,13:37:03,26-09-2022
416 W,13:37:16,26-09-2022
402 W,13:37:34,26-09-2022
463 W,13:37:47,26-09-2022
774 W,13:38:06,26-09-2022
570 W,13:38:18,26-09-2022
746 W,13:38:34,26-09-2022
401 W,13:38:50,26-09-2022
367 W,13:39:09,26-09-2022
860 W,13:39:18,26-09-2022
1564 W,13:39:34,26-09-2022
2675 W,13:39:47,26-09-2022
3328 W,13:40:05,26-09-2022
2491 W,13:40:18,26-09-2022
3232 W,13:40:33,26-09-2022
2834 W,13:40:49,26-09-2022
3954 W,13:41:02,26-09-2022
1198 W,13:41:20,26-09-2022
2652 W,13:41:33,26-09-2022
3098 W,13:41:49,26-09-2022
1618 W,13:42:04,26-09-2022
2575 W,13:42:17,26-09-2022
4078 W,13:42:36,26-09-2022
3037 W,13:42:48,26-09-2022
3622 W,13:43:04,26-09-2022
3513 W,13:43:19,26-09-2022
3509 W,13:43:32,26-09-2022
3505 W,13:43:51,26-09-2022
3299 W,13:44:03,26-09-2022
3436 W,13:44:22,26-09-2022
3535 W,13:44:34,26-09-2022
1477 W,13:44:50,26-09-2022
292 W,13:45:03,26-09-2022
2166 W,13:45:18,26-09-2022
3380 W,13:45:34,26-09-2022
3468 W,13:45:53,26-09-2022
3528 W,13:46:02,26-09-2022
1007 W,13:46:18,26-09-2022
3626 W,13:46:36,26-09-2022
3592 W,13:46:49,26-09-2022
2101 W,13:47:01,26-09-2022
3544 W,13:47:20,26-09-2022
3795 W,13:47:33,26-09-2022
614 W,13:47:55,26-09-2022
2511 W,13:48:04,26-09-2022
1141 W,13:48:17,26-09-2022
2026 W,13:48:35,26-09-2022
3635 W,13:48:48,26-09-2022
0 W,13:49:04,26-09-2022
34 W,13:49:35,26-09-2022
934 W,13:49:47,26-09-2022
3686 W,13:50:09,26-09-2022
3649 W,13:50:19,26-09-2022
3043 W,13:50:31,26-09-2022
245 W,13:51:02,26-09-2022
239 W,13:51:18,26-09-2022
20 W,13:51:34,26-09-2022
55 W,13:51:52,26-09-2022
1582 W,13:52:05,26-09-2022
355 W,13:52:18,26-09-2022
140 W,13:52:33,26-09-2022
83 W,13:52:46,26-09-2022
3321 W,13:53:04,26-09-2022
3330 W,13:53:17,26-09-2022
3453 W,13:53:33,26-09-2022
3350 W,13:53:48,26-09-2022
3357 W,13:54:04,26-09-2022
3281 W,13:54:20,26-09-2022
3213 W,13:54:32,26-09-2022
3245 W,13:54:54,26-09-2022
3246 W,13:55:03,26-09-2022
3248 W,13:55:19,26-09-2022
3260 W,13:55:35,26-09-2022
3272 W,13:55:53,26-09-2022
3304 W,13:56:03,26-09-2022
3313 W,13:56:18,26-09-2022
3322 W,13:56:34,26-09-2022
3211 W,13:56:50,26-09-2022
3307 W,13:57:05,26-09-2022
3361 W,13:57:18,26-09-2022
3397 W,13:57:34,26-09-2022
3414 W,13:57:55,26-09-2022
3455 W,13:58:05,26-09-2022
3413 W,13:58:17,26-09-2022
3472 W,13:58:33,26-09-2022
3502 W,13:58:49,26-09-2022
3557 W,13:59:04,26-09-2022
3625 W,13:59:17,26-09-2022
3500 W,13:59:36,26-09-2022
3794 W,13:59:48,26-09-2022
3920 W,14:00:04,26-09-2022
3891 W,14:00:19,26-09-2022
4098 W,14:00:32,26-09-2022
4105 W,14:00:48,26-09-2022
4141 W,14:01:03,26-09-2022
4022 W,14:01:16,26-09-2022
3984 W,14:01:34,26-09-2022
4070 W,14:01:47,26-09-2022
4023 W,14:02:06,26-09-2022
4016 W,14:02:34,26-09-2022
971 W,14:02:53,26-09-2022
3955 W,14:03:05,26-09-2022
4030 W,14:03:18,26-09-2022
4130 W,14:03:33,26-09-2022
4079 W,14:03:49,26-09-2022
4122 W,14:04:05,26-09-2022
4056 W,14:04:20,26-09-2022
4096 W,14:04:33,26-09-2022
4056 W,14:04:48,26-09-2022
3955 W,14:05:01,26-09-2022
3896 W,14:05:20,26-09-2022
3877 W,14:05:32,26-09-2022
3868 W,14:05:51,26-09-2022
3919 W,14:06:07,26-09-2022
4005 W,14:06:19,26-09-2022
3956 W,14:06:35,26-09-2022
3965 W,14:06:47,26-09-2022
2623 W,14:07:03,26-09-2022
3938 W,14:07:19,26-09-2022
4016 W,14:07:34,26-09-2022
4020 W,14:07:53,26-09-2022
4028 W,14:08:09,26-09-2022
4055 W,14:08:18,26-09-2022
4072 W,14:08:34,26-09-2022
670 W,14:08:52,26-09-2022
4022 W,14:09:05,26-09-2022
4007 W,14:09:18,26-09-2022
3938 W,14:09:33,26-09-2022
4026 W,14:09:55,26-09-2022
4029 W,14:10:04,26-09-2022
4067 W,14:10:17,26-09-2022
4095 W,14:10:33,26-09-2022
3464 W,14:10:48,26-09-2022
3986 W,14:11:04,26-09-2022
4159 W,14:11:16,26-09-2022
4138 W,14:11:35,26-09-2022
4162 W,14:11:48,26-09-2022
4171 W,14:12:06,26-09-2022
4175 W,14:12:19,26-09-2022
4183 W,14:12:31,26-09-2022
4124 W,14:12:50,26-09-2022
4190 W,14:13:03,26-09-2022
4215 W,14:13:18,26-09-2022
4229 W,14:13:34,26-09-2022
4152 W,14:13:50,26-09-2022
4192 W,14:14:05,26-09-2022
4200 W,14:14:18,26-09-2022
4125 W,14:14:33,26-09-2022
4187 W,14:14:49,26-09-2022
4140 W,14:15:02,26-09-2022
4110 W,14:15:20,26-09-2022
4140 W,14:15:33,26-09-2022
4142 W,14:15:49,26-09-2022
4167 W,14:16:01,26-09-2022
4129 W,14:16:20,26-09-2022
4191 W,14:16:32,26-09-2022
4200 W,14:16:54,26-09-2022
4255 W,14:17:04,26-09-2022
4248 W,14:17:16,26-09-2022
4298 W,14:17:35,26-09-2022
4338 W,14:17:51,26-09-2022
4388 W,14:18:03,26-09-2022
4433 W,14:18:19,26-09-2022
4455 W,14:18:31,26-09-2022
4480 W,14:18:53,26-09-2022
4490 W,14:19:03,26-09-2022
4675 W,14:19:18,26-09-2022
4742 W,14:19:34,26-09-2022
5310 W,14:19:46,26-09-2022
5385 W,14:20:05,26-09-2022
5455 W,14:20:18,26-09-2022
5404 W,14:20:33,26-09-2022
1564 W,14:20:49,26-09-2022
850 W,14:21:01,26-09-2022
3139 W,14:21:20,26-09-2022
5275 W,14:21:33,26-09-2022
5367 W,14:21:52,26-09-2022
5249 W,14:22:04,26-09-2022
5197 W,14:22:17,26-09-2022
5222 W,14:22:35,26-09-2022
1488 W,14:22:54,26-09-2022
597 W,14:23:03,26-09-2022
631 W,14:23:16,26-09-2022
1217 W,14:23:35,26-09-2022
3189 W,14:23:47,26-09-2022
1130 W,14:24:03,26-09-2022
1186 W,14:24:18,26-09-2022
5217 W,14:24:34,26-09-2022
3981 W,14:24:53,26-09-2022
1680 W,14:25:08,26-09-2022
1228 W,14:25:18,26-09-2022
1220 W,14:25:34,26-09-2022
1303 W,14:25:49,26-09-2022
1935 W,14:26:02,26-09-2022
4061 W,14:26:20,26-09-2022
5832 W,14:26:49,26-09-2022
5754 W,14:27:01,26-09-2022
5669 W,14:27:20,26-09-2022
5584 W,14:27:32,26-09-2022
5485 W,14:27:54,26-09-2022
5466 W,14:28:04,26-09-2022
5412 W,14:28:16,26-09-2022
5351 W,14:28:35,26-09-2022
5250 W,14:28:54,26-09-2022
5248 W,14:29:06,26-09-2022
5200 W,14:29:19,26-09-2022
5127 W,14:29:31,26-09-2022
5207 W,14:29:53,26-09-2022
5233 W,14:30:09,26-09-2022
5210 W,14:30:18,26-09-2022
5279 W,14:30:34,26-09-2022
5330 W,14:30:49,26-09-2022
4767 W,14:31:08,26-09-2022
5244 W,14:31:21,26-09-2022
5243 W,14:31:33,26-09-2022
5207 W,14:31:49,26-09-2022
5193 W,14:32:04,26-09-2022
5181 W,14:32:23,26-09-2022
5110 W,14:32:32,26-09-2022
5153 W,14:32:54,26-09-2022
5141 W,14:33:07,26-09-2022
5106 W,14:33:16,26-09-2022
5086 W,14:33:35,26-09-2022
5067 W,14:33:47,26-09-2022
5048 W,14:34:03,26-09-2022
5026 W,14:34:19,26-09-2022
4965 W,14:34:31,26-09-2022
4970 W,14:34:50,26-09-2022
4980 W,14:35:02,26-09-2022
4921 W,14:35:18,26-09-2022
4981 W,14:35:34,26-09-2022
4948 W,14:35:49,26-09-2022
4922 W,14:36:02,26-09-2022
4897 W,14:36:18,26-09-2022
4918 W,14:36:33,26-09-2022
4935 W,14:36:52,26-09-2022
4939 W,14:37:04,26-09-2022
4947 W,14:37:17,26-09-2022
4983 W,14:37:33,26-09-2022
5006 W,14:37:54,26-09-2022
5030 W,14:38:04,26-09-2022
3255 W,14:38:16,26-09-2022
1304 W,14:38:35,26-09-2022
1486 W,14:38:54,26-09-2022
4763 W,14:39:03,26-09-2022
4786 W,14:39:19,26-09-2022
4795 W,14:39:35,26-09-2022
4822 W,14:39:50,26-09-2022
4860 W,14:40:09,26-09-2022
4873 W,14:40:18,26-09-2022
4851 W,14:40:34,26-09-2022
4942 W,14:40:53,26-09-2022
4951 W,14:41:08,26-09-2022
4982 W,14:41:18,26-09-2022
5013 W,14:41:36,26-09-2022
5008 W,14:41:49,26-09-2022
4965 W,14:42:02,26-09-2022
3658 W,14:42:20,26-09-2022
4992 W,14:42:33,26-09-2022
4996 W,14:42:52,26-09-2022
4922 W,14:43:04,26-09-2022
4840 W,14:43:17,26-09-2022
4711 W,14:43:35,26-09-2022
4614 W,14:43:48,26-09-2022
4670 W,14:44:03,26-09-2022
4693 W,14:44:19,26-09-2022
783 W,14:44:32,26-09-2022
4645 W,14:44:50,26-09-2022
4786 W,14:45:03,26-09-2022
826 W,14:45:18,26-09-2022
2762 W,14:45:34,26-09-2022
4719 W,14:45:53,26-09-2022
4644 W,14:46:09,26-09-2022
4674 W,14:46:18,26-09-2022
4653 W,14:46:37,26-09-2022
4660 W,14:46:49,26-09-2022
4705 W,14:47:02,26-09-2022
552 W,14:47:20,26-09-2022
4032 W,14:47:33,26-09-2022
4738 W,14:47:52,26-09-2022
4550 W,14:48:04,26-09-2022
4615 W,14:48:20,26-09-2022
4654 W,14:48:32,26-09-2022
4676 W,14:48:54,26-09-2022
4667 W,14:49:04,26-09-2022
4719 W,14:49:16,26-09-2022
4589 W,14:49:35,26-09-2022
3646 W,14:49:47,26-09-2022
4128 W,14:50:06,26-09-2022
1680 W,14:50:19,26-09-2022
2465 W,14:50:31,26-09-2022
1835 W,14:51:02,26-09-2022
4890 W,14:51:18,26-09-2022
4954 W,14:51:34,26-09-2022
5011 W,14:51:52,26-09-2022
3834 W,14:52:05,26-09-2022
2613 W,14:52:17,26-09-2022
3310 W,14:52:33,26-09-2022
1322 W,14:52:49,26-09-2022
1783 W,14:53:04,26-09-2022
2703 W,14:53:17,26-09-2022
5237 W,14:53:33,26-09-2022
5428 W,14:53:48,26-09-2022
2866 W,14:54:04,26-09-2022
4192 W,14:54:16,26-09-2022
5354 W,14:54:35,26-09-2022
5347 W,14:54:48,26-09-2022
5367 W,14:55:03,26-09-2022
5248 W,14:55:19,26-09-2022
1834 W,14:55:34,26-09-2022
3501 W,14:55:50,26-09-2022
4591 W,14:56:03,26-09-2022
5420 W,14:56:18,26-09-2022
1257 W,14:56:34,26-09-2022
1476 W,14:56:49,26-09-2022
1031 W,14:57:02,26-09-2022
934 W,14:57:21,26-09-2022
1240 W,14:57:33,26-09-2022
996 W,14:57:55,26-09-2022
1446 W,14:58:04,26-09-2022
1772 W,14:58:17,26-09-2022
1425 W,14:58:36,26-09-2022
849 W,14:58:48,26-09-2022
3085 W,14:59:04,26-09-2022
837 W,14:59:19,26-09-2022
1468 W,14:59:32,26-09-2022
1407 W,14:59:51,26-09-2022
2468 W,15:00:03,26-09-2022
2010 W,15:00:19,26-09-2022
3719 W,15:00:35,26-09-2022
4829 W,15:00:53,26-09-2022
4922 W,15:01:06,26-09-2022
4340 W,15:01:18,26-09-2022
5250 W,15:01:34,26-09-2022
5212 W,15:01:53,26-09-2022
3832 W,15:02:08,26-09-2022
4167 W,15:02:18,26-09-2022
884 W,15:02:33,26-09-2022
828 W,15:02:49,26-09-2022
1013 W,15:03:02,26-09-2022
802 W,15:03:21,26-09-2022
3513 W,15:03:33,26-09-2022
5145 W,15:03:49,26-09-2022
693 W,15:04:04,26-09-2022
497 W,15:04:17,26-09-2022
420 W,15:04:36,26-09-2022
372 W,15:04:48,26-09-2022
319 W,15:05:04,26-09-2022
280 W,15:05:19,26-09-2022
231 W,15:05:32,26-09-2022
201 W,15:05:51,26-09-2022
179 W,15:06:03,26-09-2022
176 W,15:06:19,26-09-2022
187 W,15:06:34,26-09-2022
197 W,15:06:47,26-09-2022
226 W,15:07:03,26-09-2022
279 W,15:07:18,26-09-2022
414 W,15:07:34,26-09-2022
665 W,15:07:53,26-09-2022
950 W,15:08:05,26-09-2022
919 W,15:08:18,26-09-2022
896 W,15:08:33,26-09-2022
815 W,15:08:49,26-09-2022
759 W,15:09:05,26-09-2022
695 W,15:09:17,26-09-2022
638 W,15:09:36,26-09-2022
712 W,15:09:51,26-09-2022
512 W,15:10:01,26-09-2022
379 W,15:10:20,26-09-2022
354 W,15:10:32,26-09-2022
429 W,15:10:48,26-09-2022
591 W,15:11:03,26-09-2022
674 W,15:11:22,26-09-2022
920 W,15:11:31,26-09-2022
728 W,15:11:50,26-09-2022
1382 W,15:12:03,26-09-2022
1022 W,15:12:18,26-09-2022
698 W,15:12:34,26-09-2022
556 W,15:12:53,26-09-2022
929 W,15:13:05,26-09-2022
990 W,15:13:18,26-09-2022
926 W,15:13:33,26-09-2022
1703 W,15:13:46,26-09-2022
2521 W,15:14:05,26-09-2022
3482 W,15:14:17,26-09-2022
4166 W,15:14:33,26-09-2022
4472 W,15:14:55,26-09-2022
4551 W,15:15:04,26-09-2022
5125 W,15:15:17,26-09-2022
4140 W,15:15:35,26-09-2022
4875 W,15:15:51,26-09-2022
5157 W,15:16:04,26-09-2022
4969 W,15:16:19,26-09-2022
4155 W,15:16:32,26-09-2022
4291 W,15:16:50,26-09-2022
3528 W,15:17:03,26-09-2022
3291 W,15:17:19,26-09-2022
4467 W,15:17:31,26-09-2022
2242 W,15:17:53,26-09-2022
3293 W,15:18:02,26-09-2022
3568 W,15:18:18,26-09-2022
3590 W,15:18:34,26-09-2022
3449 W,15:18:49,26-09-2022
3372 W,15:19:02,26-09-2022
3028 W,15:19:21,26-09-2022
2882 W,15:19:33,26-09-2022
1649 W,15:19:49,26-09-2022
874 W,15:20:04,26-09-2022
679 W,15:20:17,26-09-2022
580 W,15:20:36,26-09-2022
491 W,15:21:10,26-09-2022
479 W,15:21:19,26-09-2022
477 W,15:21:51,26-09-2022
481 W,15:22:03,26-09-2022
494 W,15:22:16,26-09-2022
517 W,15:22:34,26-09-2022
530 W,15:22:53,26-09-2022
554 W,15:23:03,26-09-2022
567 W,15:23:18,26-09-2022
594 W,15:23:34,26-09-2022
617 W,15:23:46,26-09-2022
637 W,15:24:05,26-09-2022
659 W,15:24:18,26-09-2022
683 W,15:24:33,26-09-2022
719 W,15:24:49,26-09-2022
755 W,15:25:05,26-09-2022
777 W,15:25:20,26-09-2022
802 W,15:25:33,26-09-2022
830 W,15:25:48,26-09-2022
809 W,15:26:04,26-09-2022
825 W,15:26:20,26-09-2022
843 W,15:26:32,26-09-2022
875 W,15:26:48,26-09-2022
923 W,15:27:03,26-09-2022
969 W,15:27:19,26-09-2022
1051 W,15:27:35,26-09-2022
1177 W,15:27:53,26-09-2022
