Wert,Zeit,Datum
492.30875000000003 W,10:42:11,01-10-2022
483.11249999999995 W,10:42:24,01-10-2022
480.66074999999995 W,10:42:43,01-10-2022
475.80119999999994 W,10:42:55,01-10-2022
474.6755999999999 W,10:43:11,01-10-2022
482.376 W,10:43:27,01-10-2022
490.4 W,10:43:42,01-10-2022
497.41439999999994 W,10:43:55,01-10-2022
500.7188 W,10:44:10,01-10-2022
516.8104 W,10:44:26,01-10-2022
520.7667999999999 W,10:44:42,01-10-2022
538.8344 W,10:44:57,01-10-2022
556.7567999999999 W,10:45:10,01-10-2022
573.8213000000001 W,10:45:22,01-10-2022
583.6439499999999 W,10:45:41,01-10-2022
379 W,10:45:57,01-10-2022
615.07145 W,10:46:09,01-10-2022
624.2027499999999 W,10:46:28,01-10-2022
638.2154 W,10:46:41,01-10-2022
649.4753 W,10:46:53,01-10-2022
666.54935 W,10:47:09,01-10-2022
671.8692 W,10:47:28,01-10-2022
679.2034 W,10:47:40,01-10-2022
696.7450000000001 W,10:47:56,01-10-2022
700.7514000000001 W,10:48:11,01-10-2022
702.6885 W,10:48:27,01-10-2022
711.8335 W,10:48:40,01-10-2022
707.6693 W,10:48:52,01-10-2022
715.2482 W,10:49:11,01-10-2022
712.519 W,10:49:26,01-10-2022
682.4475 W,10:49:39,01-10-2022
656.1587000000002 W,10:49:58,01-10-2022
680.9206700000001 W,10:50:10,01-10-2022
683.83415 W,10:50:26,01-10-2022
694.1705000000001 W,10:50:38,01-10-2022
678.6381000000001 W,10:51:10,01-10-2022
681.6039500000002 W,10:51:25,01-10-2022
667.52475 W,10:51:41,01-10-2022
666.39165 W,10:51:54,01-10-2022
661.1110500000001 W,10:52:09,01-10-2022
668.5391500000001 W,10:52:28,01-10-2022
666.5194 W,10:52:40,01-10-2022
661.0664800000001 W,10:52:53,01-10-2022
650.502 W,10:53:09,01-10-2022
644.2180000000001 W,10:53:27,01-10-2022
635.493 W,10:53:40,01-10-2022
630.06 W,10:53:56,01-10-2022
630.5250000000001 W,10:54:11,01-10-2022
617.0359999999998 W,10:54:27,01-10-2022
606.185 W,10:54:39,01-10-2022
597.97 W,10:54:58,01-10-2022
587.208 W,10:55:11,01-10-2022
573.916 W,10:55:23,01-10-2022
557.238 W,10:55:39,01-10-2022
553.1120000000001 W,10:55:58,01-10-2022
541.6550000000001 W,10:56:10,01-10-2022
531.442 W,10:56:26,01-10-2022
523.607 W,10:56:38,01-10-2022
512.126 W,10:56:57,01-10-2022
509.72624999999994 W,10:57:10,01-10-2022
503.411 W,10:57:25,01-10-2022
500.15 W,10:57:41,01-10-2022
500.4967749999999 W,10:57:56,01-10-2022
504.2848999999999 W,10:58:09,01-10-2022
508.3567499999999 W,10:58:25,01-10-2022
522.4007499999999 W,10:58:43,01-10-2022
531.2643999999999 W,10:58:56,01-10-2022
545.9491499999999 W,10:59:08,01-10-2022
559.0371499999999 W,10:59:24,01-10-2022
564.5415499999999 W,10:59:40,01-10-2022
566.326 W,10:59:55,01-10-2022
572.9380714285714 W,11:00:11,01-10-2022
574.83089 W,11:00:23,01-10-2022
561.0503000000001 W,11:00:42,01-10-2022
565.6278 W,11:00:55,01-10-2022
559.492 W,11:01:14,01-10-2022
558.2396 W,11:01:26,01-10-2022
550.444 W,11:01:42,01-10-2022
553.7938 W,11:01:54,01-10-2022
560.2012 W,11:02:10,01-10-2022
569.8171 W,11:02:25,01-10-2022
344 W,11:02:41,01-10-2022
573.1326 W,11:02:57,01-10-2022
575.9625 W,11:03:09,01-10-2022
579.6986666666667 W,11:03:25,01-10-2022
590.0201000000001 W,11:03:44,01-10-2022
593.3706075 W,11:03:56,01-10-2022
608.9403 W,11:04:09,01-10-2022
624.2449 W,11:04:24,01-10-2022
637.59185 W,11:04:43,01-10-2022
659.56955 W,11:04:56,01-10-2022
656.2434 W,11:05:08,01-10-2022
673.07475 W,11:05:24,01-10-2022
437 W,11:05:43,01-10-2022
697.389 W,11:05:55,01-10-2022
700.6312 W,11:06:14,01-10-2022
704.652 W,11:06:26,01-10-2022
700.330125 W,11:06:42,01-10-2022
705.5696 W,11:06:55,01-10-2022
702.9488000000001 W,11:07:10,01-10-2022
701.0416000000001 W,11:07:26,01-10-2022
703.0976 W,11:07:41,01-10-2022
705.4024000000002 W,11:07:54,01-10-2022
710.8856000000001 W,11:08:10,01-10-2022
715.8264000000001 W,11:08:25,01-10-2022
466 W,11:08:41,01-10-2022
738.3024000000001 W,11:08:57,01-10-2022
729.328 W,11:09:09,01-10-2022
742.1759999999999 W,11:09:25,01-10-2022
745.9161025000001 W,11:09:40,01-10-2022
751.2160000000001 W,11:09:56,01-10-2022
751.4449999999999 W,11:10:12,01-10-2022
767.9717499999999 W,11:10:24,01-10-2022
778.14625 W,11:10:43,01-10-2022
799.1550000000001 W,11:10:56,01-10-2022
812.82675 W,11:11:11,01-10-2022
838.287 W,11:11:24,01-10-2022
844.9074999999999 W,11:11:42,01-10-2022
846.2237500000001 W,11:11:55,01-10-2022
841.53125 W,11:12:07,01-10-2022
844.2573429752065 W,11:12:26,01-10-2022
836.9651999999999 W,11:12:42,01-10-2022
804.3835199999999 W,11:12:54,01-10-2022
814.9644999999999 W,11:13:10,01-10-2022
802.0271 W,11:13:26,01-10-2022
795.7866999999999 W,11:13:41,01-10-2022
781.5072 W,11:13:57,01-10-2022
767.3556999999998 W,11:14:10,01-10-2022
762.6202999999998 W,11:14:25,01-10-2022
752.227 W,11:14:41,01-10-2022
487 W,11:14:56,01-10-2022
773 W,11:15:12,01-10-2022
1038.4047999999998 W,11:15:25,01-10-2022
747.126 W,11:15:43,01-10-2022
743.9097999999999 W,11:15:56,01-10-2022
764.621 W,11:16:08,01-10-2022
775.685 W,11:16:24,01-10-2022
777.492355 W,11:16:43,01-10-2022
779.32375 W,11:16:55,01-10-2022
780.43685 W,11:17:08,01-10-2022
776.744475 W,11:17:27,01-10-2022
764.604 W,11:17:42,01-10-2022
767.8259 W,11:17:55,01-10-2022
768.0521000000001 W,11:18:10,01-10-2022
772.1923999999999 W,11:18:26,01-10-2022
792.4551 W,11:18:42,01-10-2022
800.2922500000001 W,11:18:54,01-10-2022
799.07035 W,11:19:10,01-10-2022
529 W,11:19:26,01-10-2022
828.50055 W,11:19:41,01-10-2022
834.6905999999999 W,11:19:57,01-10-2022
847.4780000000001 W,11:20:09,01-10-2022
855.1579925000001 W,11:20:25,01-10-2022
869.0174 W,11:20:44,01-10-2022
899.3718 W,11:21:15,01-10-2022
979.1404 W,11:21:25,01-10-2022
895.2153999999999 W,11:21:40,01-10-2022
901.6677999999999 W,11:21:56,01-10-2022
919.6043999999999 W,11:22:11,01-10-2022
529 W,11:22:27,01-10-2022
948.3437000000002 W,11:22:40,01-10-2022
971.4395 W,11:22:58,01-10-2022
943.08 W,11:23:11,01-10-2022
950.6389456250001 W,11:23:27,01-10-2022
959.4349000000001 W,11:23:39,01-10-2022
955.1355000000002 W,11:23:58,01-10-2022
954.8513 W,11:24:10,01-10-2022
934.9379000000001 W,11:24:26,01-10-2022
927.1613000000001 W,11:24:42,01-10-2022
929.0344000000002 W,11:24:57,01-10-2022
926.7171500000002 W,11:25:10,01-10-2022
913.3087 W,11:25:26,01-10-2022
911.6689000000001 W,11:25:41,01-10-2022
499 W,11:25:57,01-10-2022
875.3900000000001 W,11:26:09,01-10-2022
859.1415 W,11:26:25,01-10-2022
845.8242500000001 W,11:26:44,01-10-2022
829.5195600000002 W,11:26:56,01-10-2022
815.5384999999999 W,11:27:09,01-10-2022
819.1899999999999 W,11:27:25,01-10-2022
820.126 W,11:27:43,01-10-2022
845.7 W,11:27:56,01-10-2022
844.8889999999999 W,11:28:11,01-10-2022
887.9865 W,11:28:24,01-10-2022
933.355 W,11:28:43,01-10-2022
928.924 W,11:28:55,01-10-2022
977.9270000000001 W,11:29:11,01-10-2022
983.212 W,11:29:27,01-10-2022
1006.8960000000001 W,11:29:42,01-10-2022
1024.5639999999999 W,11:29:55,01-10-2022
1019.7684999999999 W,11:30:07,01-10-2022
1032.738 W,11:30:26,01-10-2022
1030.4948800000002 W,11:30:42,01-10-2022
1041.4098374999999 W,11:30:54,01-10-2022
1043.766 W,11:31:13,01-10-2022
1043.71925 W,11:31:25,01-10-2022
1044.6125999999997 W,11:31:44,01-10-2022
1026.3941999999997 W,11:31:57,01-10-2022
1007.7382499999998 W,11:32:09,01-10-2022
1013.9098999999999 W,11:32:25,01-10-2022
1001.2203499999998 W,11:32:41,01-10-2022
990.5380999999999 W,11:32:56,01-10-2022
977.1231999999999 W,11:33:12,01-10-2022
960.7177999999999 W,11:33:27,01-10-2022
950.7908499999999 W,11:33:40,01-10-2022
976.7660000000001 W,11:33:56,01-10-2022
973.1867500000001 W,11:34:11,01-10-2022
982.3688125 W,11:34:27,01-10-2022
979.3401499999999 W,11:34:39,01-10-2022
998.5117999999998 W,11:34:58,01-10-2022
1005.5453999999999 W,11:35:11,01-10-2022
995.3101999999998 W,11:35:26,01-10-2022
1009.6315999999999 W,11:35:42,01-10-2022
1023.6388999999999 W,11:35:55,01-10-2022
1048.1151499999999 W,11:36:10,01-10-2022
1047.5190999999998 W,11:36:26,01-10-2022
1052.5358999999999 W,11:36:41,01-10-2022
1058.392 W,11:36:57,01-10-2022
1072.78425 W,11:37:10,01-10-2022
1072.116225 W,11:37:25,01-10-2022
1060.7792 W,11:37:41,01-10-2022
1072.4396000000002 W,11:37:57,01-10-2022
1076.4992 W,11:38:12,01-10-2022
1069.8876 W,11:38:25,01-10-2022
1059.4084 W,11:38:44,01-10-2022
1063.9592 W,11:38:56,01-10-2022
1051.38 W,11:39:09,01-10-2022
1036.8400000000001 W,11:39:24,01-10-2022
1043.2352 W,11:39:43,01-10-2022
1058.824 W,11:39:56,01-10-2022
1027.794 W,11:40:11,01-10-2022
1025.6768421052634 W,11:40:24,01-10-2022
1019.9848000000001 W,11:40:42,01-10-2022
1009.7804 W,11:40:55,01-10-2022
1019.9808 W,11:41:11,01-10-2022
988.0563999999999 W,11:41:26,01-10-2022
972.3148000000001 W,11:41:42,01-10-2022
961.3432000000001 W,11:41:54,01-10-2022
944.0183999999999 W,11:42:10,01-10-2022
924.316 W,11:42:26,01-10-2022
907.3972 W,11:42:41,01-10-2022
898.952 W,11:42:54,01-10-2022
907.944 W,11:43:13,01-10-2022
878.1058181818183 W,11:43:25,01-10-2022
867.4796000000001 W,11:43:41,01-10-2022
770.3328000000001 W,11:43:56,01-10-2022
872.5804 W,11:44:12,01-10-2022
871.1176 W,11:44:25,01-10-2022
869.4356 W,11:44:43,01-10-2022
866.0539999999999 W,11:44:56,01-10-2022
863.3720000000001 W,11:45:12,01-10-2022
867.7251999999999 W,11:45:24,01-10-2022
870.2516 W,11:45:43,01-10-2022
875.8700000000001 W,11:45:55,01-10-2022
896.594 W,11:46:11,01-10-2022
908.5384000000001 W,11:46:27,01-10-2022
917.8140000000001 W,11:46:42,01-10-2022
953.3972124999999 W,11:46:55,01-10-2022
985.8115499999999 W,11:47:14,01-10-2022
995.73795 W,11:47:26,01-10-2022
999.71955 W,11:47:39,01-10-2022
1013.35755 W,11:47:54,01-10-2022
1000.81005 W,11:48:10,01-10-2022
999.6658499999999 W,11:48:26,01-10-2022
989.274 W,11:48:41,01-10-2022
997.6405000000001 W,11:48:57,01-10-2022
1004.4906666666668 W,11:49:09,01-10-2022
985.5469999999999 W,11:49:25,01-10-2022
1015.37745 W,11:49:44,01-10-2022
1017.2570999999999 W,11:49:56,01-10-2022
1042.4242 W,11:50:09,01-10-2022
1042.52465 W,11:50:24,01-10-2022
1020.2501500000001 W,11:50:43,01-10-2022
968.8169999999999 W,11:51:11,01-10-2022
962.9075 W,11:51:24,01-10-2022
996.277 W,11:51:40,01-10-2022
983.82845 W,11:51:55,01-10-2022
997.35755 W,11:52:11,01-10-2022
1011.32225 W,11:52:27,01-10-2022
1026.6405 W,11:52:39,01-10-2022
1033.61772 W,11:52:58,01-10-2022
1052.3529 W,11:53:10,01-10-2022
1071.3154000000002 W,11:53:26,01-10-2022
1066.2447000000002 W,11:53:42,01-10-2022
1062.9009 W,11:53:57,01-10-2022
1045.106 W,11:54:10,01-10-2022
1045.0383636363636 W,11:54:25,01-10-2022
1031.0527000000002 W,11:54:41,01-10-2022
1038.7796 W,11:54:57,01-10-2022
1036.0466000000001 W,11:55:09,01-10-2022
1038.5763000000002 W,11:55:28,01-10-2022
1035.2316 W,11:55:41,01-10-2022
1037.9192000000003 W,11:55:53,01-10-2022
1053.7613000000001 W,11:56:12,01-10-2022
1068.0676000000003 W,11:56:24,01-10-2022
1074.8634000000002 W,11:56:40,01-10-2022
1088.5772000000002 W,11:56:56,01-10-2022
1093.01 W,11:57:11,01-10-2022
1138.8225 W,11:57:24,01-10-2022
1154.94125 W,11:57:43,01-10-2022
1179.5925000000002 W,11:57:55,01-10-2022
1172.02625 W,11:58:08,01-10-2022
1182.27 W,11:58:26,01-10-2022
1177.8912500000001 W,11:58:42,01-10-2022
1141.6575 W,11:58:55,01-10-2022
1111.51625 W,11:59:13,01-10-2022
1077.32625 W,11:59:26,01-10-2022
1064.92375 W,11:59:42,01-10-2022
1044.54125 W,11:59:54,01-10-2022
1016.7 W,12:00:10,01-10-2022
974.0214285714285 W,12:00:25,01-10-2022
936.825 W,12:00:41,01-10-2022
906.4937500000001 W,12:01:00,01-10-2022
868.13375 W,12:01:12,01-10-2022
864.0225 W,12:01:25,01-10-2022
867.1937499999999 W,12:01:44,01-10-2022
877.72 W,12:01:56,01-10-2022
915.8449999999999 W,12:02:12,01-10-2022
520 W,12:02:24,01-10-2022
935.2075000000001 W,12:02:43,01-10-2022
931.29125 W,12:02:56,01-10-2022
919.5187500000001 W,12:03:11,01-10-2022
885.72 W,12:03:24,01-10-2022
857.1612500000001 W,12:03:43,01-10-2022
827.19625 W,12:03:55,01-10-2022
781.3625000000002 W,12:04:08,01-10-2022
678.4437499999999 W,12:04:26,01-10-2022
741.60625 W,12:04:42,01-10-2022
733.98875 W,12:04:55,01-10-2022
717.885 W,12:05:10,01-10-2022
715.335 W,12:05:26,01-10-2022
711.41875 W,12:05:42,01-10-2022
447 W,12:05:54,01-10-2022
691.87625 W,12:06:16,01-10-2022
679.9475 W,12:06:25,01-10-2022
664.14625 W,12:06:41,01-10-2022
639.6712499999999 W,12:06:57,01-10-2022
612.125 W,12:07:12,01-10-2022
584.7337500000001 W,12:07:25,01-10-2022
570.0525 W,12:07:40,01-10-2022
574.3275000000001 W,12:07:56,01-10-2022
592.2725 W,12:08:12,01-10-2022
605.6787499999999 W,12:08:24,01-10-2022
611.35625 W,12:08:43,01-10-2022
389 W,12:08:56,01-10-2022
617.675 W,12:09:08,01-10-2022
636.7950000000001 W,12:09:24,01-10-2022
654.995 W,12:09:42,01-10-2022
683.8362500000001 W,12:09:55,01-10-2022
713.6700000000001 W,12:10:07,01-10-2022
764.775 W,12:10:26,01-10-2022
807.8275 W,12:10:42,01-10-2022
848.74875 W,12:10:54,01-10-2022
873.1599999999999 W,12:11:10,01-10-2022
893.3275000000001 W,12:11:26,01-10-2022
977.6653999999997 W,12:11:41,01-10-2022
496 W,12:11:57,01-10-2022
910.363 W,12:12:13,01-10-2022
949.008 W,12:12:25,01-10-2022
961.4169999999999 W,12:12:41,01-10-2022
981.6499999999997 W,12:12:56,01-10-2022
993.3683999999998 W,12:13:09,01-10-2022
987.0341999999998 W,12:13:25,01-10-2022
1012.2365999999998 W,12:13:43,01-10-2022
1046.5915999999997 W,12:13:56,01-10-2022
1056.8505499999999 W,12:14:12,01-10-2022
1083.60275 W,12:14:24,01-10-2022
1047.9225649999998 W,12:14:43,01-10-2022
1112.185 W,12:14:55,01-10-2022
1122.8705 W,12:15:08,01-10-2022
698.47277 W,12:15:24,01-10-2022
1181 W,12:15:42,01-10-2022
1871.8728999999998 W,12:15:55,01-10-2022
1241.1067599999997 W,12:16:11,01-10-2022
1325.9362999999998 W,12:16:26,01-10-2022
1400.5840000000003 W,12:16:39,01-10-2022
1507.7991000000002 W,12:16:54,01-10-2022
1637.4737875000005 W,12:17:13,01-10-2022
1681.024 W,12:17:26,01-10-2022
1679.3200000000002 W,12:17:41,01-10-2022
1715.5234999999998 W,12:17:54,01-10-2022
1737.7240499999996 W,12:18:13,01-10-2022
1749.8006 W,12:18:25,01-10-2022
1767.5361999999996 W,12:18:44,01-10-2022
1692.2795999999998 W,12:18:56,01-10-2022
1687.4406999999999 W,12:19:09,01-10-2022
1624.7732499999995 W,12:19:25,01-10-2022
1577.2209999999995 W,12:19:43,01-10-2022
1564.6072499999996 W,12:19:56,01-10-2022
1548.3137499999996 W,12:20:12,01-10-2022
1523.4478999999997 W,12:20:24,01-10-2022
1514.1213999999998 W,12:20:43,01-10-2022
1373.75895 W,12:21:11,01-10-2022
1349.47365 W,12:21:24,01-10-2022
1356.1885499999999 W,12:21:42,01-10-2022
1301.1840499999998 W,12:21:55,01-10-2022
1284.6302499999997 W,12:22:10,01-10-2022
1258.0535999999997 W,12:22:26,01-10-2022
1258.3820499999997 W,12:22:42,01-10-2022
1226.8364499999998 W,12:22:54,01-10-2022
1196.0883499999998 W,12:23:10,01-10-2022
1189.7803999999999 W,12:23:26,01-10-2022
1200.66265 W,12:23:41,01-10-2022
1227.6460000000002 W,12:23:57,01-10-2022
1267.78685 W,12:24:13,01-10-2022
1320.8905499999998 W,12:24:25,01-10-2022
1356.9339 W,12:24:41,01-10-2022
1407.4973 W,12:24:56,01-10-2022
1344.1504499999996 W,12:25:09,01-10-2022
1555.0832999999998 W,12:25:25,01-10-2022
1686.2616000000003 W,12:25:40,01-10-2022
1745.6864000000003 W,12:25:56,01-10-2022
1777.7548000000006 W,12:26:08,01-10-2022
1904.915 W,12:26:27,01-10-2022
1856.7175 W,12:26:43,01-10-2022
1865.51325 W,12:26:55,01-10-2022
1872.7717499999997 W,12:27:08,01-10-2022
1852.5660000000003 W,12:27:27,01-10-2022
1843.5077999999996 W,12:27:42,01-10-2022
1875.6845999999998 W,12:27:55,01-10-2022
1895.9288924999994 W,12:28:14,01-10-2022
1923.3397999999995 W,12:28:26,01-10-2022
658 W,12:28:42,01-10-2022
1933.7541999999999 W,12:28:54,01-10-2022
1929.5856 W,12:29:13,01-10-2022
1887.496 W,12:29:25,01-10-2022
1847.8268750000002 W,12:29:41,01-10-2022
1654.8960575000006 W,12:29:57,01-10-2022
1841.0367999999999 W,12:30:09,01-10-2022
1822.9724 W,12:30:25,01-10-2022
1765.4328000000003 W,12:30:44,01-10-2022
1775.1196000000004 W,12:30:56,01-10-2022
1755.8660000000002 W,12:31:09,01-10-2022
1741.4404 W,12:31:24,01-10-2022
1727.6955500000006 W,12:31:43,01-10-2022
1743.1988500000004 W,12:31:56,01-10-2022
1729.3733000000004 W,12:32:08,01-10-2022
1712.5477500000006 W,12:32:24,01-10-2022
1653.7422500000002 W,12:32:43,01-10-2022
1548.5890000000002 W,12:32:55,01-10-2022
1468.1565600000001 W,12:33:11,01-10-2022
1401.2831999999999 W,12:33:26,01-10-2022
1343.2284 W,12:33:42,01-10-2022
1304.422 W,12:33:55,01-10-2022
1275.4564 W,12:34:10,01-10-2022
1252.0452 W,12:34:26,01-10-2022
1239.5819999999999 W,12:34:42,01-10-2022
1193.536 W,12:34:54,01-10-2022
1161.302 W,12:35:10,01-10-2022
1114.7836 W,12:35:25,01-10-2022
642 W,12:35:38,01-10-2022
1042.28 W,12:35:57,01-10-2022
1033.6392500000002 W,12:36:12,01-10-2022
1005.0842142857144 W,12:36:28,01-10-2022
997.2570500000002 W,12:36:44,01-10-2022
1006.0485900000001 W,12:36:56,01-10-2022
967.3529150000003 W,12:37:09,01-10-2022
980.17345 W,12:37:24,01-10-2022
1009.5736499999998 W,12:37:43,01-10-2022
971.4127999999998 W,12:37:56,01-10-2022
1005.3844499999999 W,12:38:08,01-10-2022
1014.6256000000001 W,12:38:24,01-10-2022
642 W,12:38:43,01-10-2022
1037.7720000000002 W,12:38:55,01-10-2022
1030.4572 W,12:39:11,01-10-2022
1038.8364000000001 W,12:39:26,01-10-2022
1110.5076000000001 W,12:39:42,01-10-2022
1071.2392 W,12:39:54,01-10-2022
1058.6596 W,12:40:13,01-10-2022
1054.3108000000002 W,12:40:26,01-10-2022
1060.9976000000001 W,12:40:41,01-10-2022
1062.2036 W,12:40:57,01-10-2022
1012.6492000000001 W,12:41:10,01-10-2022
984.614 W,12:41:25,01-10-2022
997.0678 W,12:41:41,01-10-2022
1062.132 W,12:41:56,01-10-2022
1045.4910625000002 W,12:42:09,01-10-2022
1061.6253000000002 W,12:42:25,01-10-2022
1038.71845 W,12:42:40,01-10-2022
1061.6688000000001 W,12:42:56,01-10-2022
1084.7608000000002 W,12:43:12,01-10-2022
1089.43855 W,12:43:30,01-10-2022
1128.0896500000001 W,12:43:43,01-10-2022
1136.2042000000001 W,12:43:55,01-10-2022
1115.549 W,12:44:11,01-10-2022
1122.73825 W,12:44:24,01-10-2022
1117.70045 W,12:44:42,01-10-2022
1052.5046000000002 W,12:44:55,01-10-2022
1012.8551 W,12:45:07,01-10-2022
955.1851 W,12:45:26,01-10-2022
1014.40452 W,12:45:42,01-10-2022
991.9503000000002 W,12:45:54,01-10-2022
1048.93676 W,12:46:10,01-10-2022
951.92525 W,12:46:26,01-10-2022
963.8214000000002 W,12:46:41,01-10-2022
929.9018000000001 W,12:46:57,01-10-2022
912.309 W,12:47:09,01-10-2022
897.575 W,12:47:25,01-10-2022
884.8052083333334 W,12:47:44,01-10-2022
865.7679 W,12:47:56,01-10-2022
877.12545 W,12:48:09,01-10-2022
866.0503000000001 W,12:48:25,01-10-2022
861.3040000000001 W,12:48:43,01-10-2022
840.7633500000001 W,12:48:56,01-10-2022
840.4431500000001 W,12:49:08,01-10-2022
840.1209000000001 W,12:49:24,01-10-2022
831.9357500000001 W,12:49:43,01-10-2022
825.7071000000001 W,12:49:55,01-10-2022
824.299 W,12:50:08,01-10-2022
840.212 W,12:50:27,01-10-2022
843.9920000000001 W,12:50:42,01-10-2022
737.4784500000001 W,12:51:14,01-10-2022
730.25915 W,12:51:26,01-10-2022
735.3593500000001 W,12:51:42,01-10-2022
678.6183000000001 W,12:51:54,01-10-2022
725 W,12:52:10,01-10-2022
719 W,12:52:26,01-10-2022
785 W,12:52:41,01-10-2022
810.0954 W,12:52:57,01-10-2022
868.5511000000001 W,12:53:12,01-10-2022
961.961 W,12:53:25,01-10-2022
945.8934999999999 W,12:53:44,01-10-2022
1093.222 W,12:53:56,01-10-2022
1016.8552225000001 W,12:54:09,01-10-2022
1086.68285 W,12:54:24,01-10-2022
1208.8613 W,12:54:43,01-10-2022
1262.3613999999998 W,12:54:56,01-10-2022
1273.1729999999998 W,12:55:08,01-10-2022
1285.0362 W,12:55:24,01-10-2022
1223.5680000000002 W,12:55:43,01-10-2022
1246.9764 W,12:55:55,01-10-2022
1219.5187999999998 W,12:56:14,01-10-2022
1202.8108 W,12:56:26,01-10-2022
1208.09681 W,12:56:42,01-10-2022
1248.9508 W,12:56:55,01-10-2022
1297.49465 W,12:57:13,01-10-2022
1353.3825000000002 W,12:57:26,01-10-2022
1415.1764000000003 W,12:57:42,01-10-2022
1504.7393000000002 W,12:57:54,01-10-2022
1584.4075000000003 W,12:58:10,01-10-2022
1632.74725 W,12:58:25,01-10-2022
1736.712 W,12:58:41,01-10-2022
1802.4477000000004 W,12:58:57,01-10-2022
1811.68374 W,12:59:09,01-10-2022
1884.5942499999999 W,12:59:25,01-10-2022
1949.52115 W,12:59:44,01-10-2022
1912.0605000000003 W,12:59:56,01-10-2022
1918.2471000000003 W,13:00:12,01-10-2022
1471.5176999999999 W,13:00:24,01-10-2022
1829.5082 W,13:00:43,01-10-2022
1788.4936000000002 W,13:00:56,01-10-2022
1565.64572 W,13:01:11,01-10-2022
1163.636 W,13:01:27,01-10-2022
1622.5300000000002 W,13:01:42,01-10-2022
1688.2032999999997 W,13:01:55,01-10-2022
1621.3691 W,13:02:08,01-10-2022
1603.0912 W,13:02:26,01-10-2022
1506.4733999999999 W,13:02:42,01-10-2022
1530.4643999999998 W,13:02:54,01-10-2022
1482.4372000000005 W,13:03:10,01-10-2022
1416.1538999999998 W,13:03:26,01-10-2022
1408.9187500000003 W,13:03:41,01-10-2022
1320.848 W,13:03:54,01-10-2022
1356.1719999999998 W,13:04:10,01-10-2022
1306.0510510204078 W,13:04:25,01-10-2022
1249.9169500000005 W,13:04:41,01-10-2022
1183.93335 W,13:04:56,01-10-2022
1201.4560000000001 W,13:05:12,01-10-2022
1149.1041749999995 W,13:05:25,01-10-2022
1172.4956999999993 W,13:05:40,01-10-2022
1053.134525 W,13:05:56,01-10-2022
1181.9525750000003 W,13:06:12,01-10-2022
1079.9381 W,13:06:27,01-10-2022
1113.3531000000003 W,13:06:40,01-10-2022
1138.9565625 W,13:06:55,01-10-2022
1059.7350499999998 W,13:07:11,01-10-2022
1042.4083450000012 W,13:07:27,01-10-2022
1051.7002000000002 W,13:07:42,01-10-2022
1016.7709199999999 W,13:07:55,01-10-2022
1050.2259474999998 W,13:08:07,01-10-2022
1093.6474999999996 W,13:08:26,01-10-2022
1034.0238875 W,13:08:42,01-10-2022
1004.6772999999994 W,13:08:54,01-10-2022
970.4572999999991 W,13:09:13,01-10-2022
996.2422999999999 W,13:09:25,01-10-2022
943.2244499999997 W,13:09:41,01-10-2022
851.1069183673469 W,13:09:57,01-10-2022
901.1723999999995 W,13:10:09,01-10-2022
843.0099999999998 W,13:10:25,01-10-2022
811.5890100000006 W,13:10:44,01-10-2022
771.5385000000003 W,13:10:56,01-10-2022
666.9690000000005 W,13:11:09,01-10-2022
742.8540000000003 W,13:11:24,01-10-2022
913.9745000000005 W,13:11:43,01-10-2022
761.0478074999996 W,13:11:56,01-10-2022
766.4880799999999 W,13:12:08,01-10-2022
754.4649499999994 W,13:12:24,01-10-2022
691.1747499999997 W,13:12:42,01-10-2022
806.1033174999998 W,13:12:55,01-10-2022
756.2843250000001 W,13:13:14,01-10-2022
785.9097399999996 W,13:13:26,01-10-2022
767.3971875000007 W,13:13:42,01-10-2022
707.5541999999996 W,13:13:55,01-10-2022
799.3533500000001 W,13:14:13,01-10-2022
713.4679000000008 W,13:14:26,01-10-2022
764.1132600000005 W,13:14:41,01-10-2022
857.4349000000004 W,13:14:54,01-10-2022
810.7386000000008 W,13:15:13,01-10-2022
793.8191000000011 W,13:15:25,01-10-2022
2191 W,13:15:38,01-10-2022
1010.7984374999999 W,13:15:57,01-10-2022
753 W,13:16:12,01-10-2022
686 W,13:16:25,01-10-2022
207.84204999999906 W,13:16:43,01-10-2022
739.975199999999 W,13:16:56,01-10-2022
520.875199999999 W,13:17:08,01-10-2022
498.13119999999935 W,13:17:24,01-10-2022
491.04079999999954 W,13:17:43,01-10-2022
451.4743000000001 W,13:17:55,01-10-2022
439.4383250000001 W,13:18:11,01-10-2022
468.6645000000003 W,13:18:27,01-10-2022
1970 W,13:18:42,01-10-2022
440.884 W,13:18:55,01-10-2022
433.33913500000017 W,13:19:11,01-10-2022
450.48856999999975 W,13:19:26,01-10-2022
422.97850000000017 W,13:19:42,01-10-2022
412.61769999999933 W,13:19:54,01-10-2022
398.0608000000002 W,13:20:10,01-10-2022
392.9620000000002 W,13:20:26,01-10-2022
356.8072800000007 W,13:20:41,01-10-2022
374.26375499999995 W,13:21:09,01-10-2022
392.4365000000005 W,13:21:25,01-10-2022
417.4115500000007 W,13:21:41,01-10-2022
408.17550000000074 W,13:21:56,01-10-2022
389.2946300000003 W,13:22:09,01-10-2022
413.25615000000084 W,13:22:24,01-10-2022
391.328 W,13:22:43,01-10-2022
386.12099999999987 W,13:22:56,01-10-2022
625.6957500000001 W,13:23:08,01-10-2022
511.6446 W,13:23:24,01-10-2022
